	Domain	Phylum	Class	Order	Family	Genus	Species
ASV_690	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales			
ASV_689	Bacteria	Acidobacteria	Acidobacteria_Gp10	Gp10			
ASV_688	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_691	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
ASV_694	Bacteria						
ASV_693	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pelagibius	Pelagibius_litoralis
ASV_692	Bacteria						
ASV_695	Bacteria						
ASV_697	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ekhidna	Ekhidna_lutea
ASV_696	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thiohalophilus	Thiohalophilus_thiocyanatoxydans
ASV_698	Bacteria	Proteobacteria					
ASV_699	Bacteria						
ASV_700	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales			
ASV_702	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	
ASV_701	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_703	Bacteria	Verrucomicrobia	Spartobacteria				
ASV_704	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_705	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_aestusnigri
ASV_706	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_707	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis			
ASV_708	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
ASV_709	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
ASV_711	Bacteria						
ASV_712	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_713	Bacteria	Firmicutes					
ASV_714	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	
ASV_715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae		
ASV_718	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_717	Bacteria	Acidobacteria	Acidobacteria_Gp6	Gp6			
ASV_716	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_719	Bacteria						
ASV_722	Bacteria	Acidobacteria	Acidobacteria_Gp16				
ASV_721	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_720	Bacteria	Proteobacteria	Deltaproteobacteria				
ASV_723	Bacteria						
ASV_725	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_724	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_726	Bacteria	Firmicutes	Clostridia				
ASV_727	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Oceanibaculum	Oceanibaculum_pacificum
ASV_728	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	Thioprofundum_hispidum
ASV_731	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_729	Bacteria	Proteobacteria	Deltaproteobacteria				
ASV_730	Bacteria						
ASV_732	Bacteria						
ASV_733	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_735	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_734	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_738	Bacteria						
ASV_736	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_seifertii
ASV_737	Bacteria	Proteobacteria					
ASV_739	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	
ASV_740	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	Aurantimonas_manganoxydans
ASV_741	Bacteria	Proteobacteria	Deltaproteobacteria				
ASV_742	Bacteria						
ASV_743	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_745	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_744	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_746	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales			
ASV_749	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_747	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_748	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
ASV_750	Bacteria						
ASV_752	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
ASV_751	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae		
ASV_753	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	
ASV_754	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_755	Bacteria						
ASV_756	Bacteria	Acidobacteria	Acidobacteria_Gp4	Gp4			
ASV_757	Bacteria	Proteobacteria					
ASV_758	Bacteria						
ASV_759	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_761	Bacteria						
ASV_760	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
ASV_762	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia_maris
ASV_763	Bacteria	Proteobacteria	Deltaproteobacteria				
ASV_765	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_764	Bacteria	Proteobacteria					
ASV_766	Bacteria						
ASV_767	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_768	Bacteria	Acidobacteria	Acidobacteria_Gp6				
ASV_769	Bacteria						
ASV_770	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_771	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_fennica
ASV_772	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	
ASV_774	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_773	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter_pelagi
ASV_775	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae		
ASV_777	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_776	Bacteria						
ASV_778	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_781	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_779	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Haliea	
ASV_780	Bacteria	Proteobacteria	Deltaproteobacteria				
ASV_782	Bacteria	Acidobacteria	Acidobacteria_Gp9	Gp9			
ASV_783	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
ASV_784	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae		
ASV_785	Bacteria	Proteobacteria					
ASV_786	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_788	Bacteria	Proteobacteria					
ASV_787	Bacteria						
ASV_789	Bacteria	Acidobacteria	Acidobacteria_Gp9	Gp9			
ASV_790	Bacteria	Acidobacteria	Acidobacteria_Gp21	Gp21			
ASV_791	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_792	Bacteria	Acidobacteria	Acidobacteria_Gp17	Gp17			
ASV_793	Bacteria						
ASV_794	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_795	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	Parvularcula_bermudensis
ASV_796	Bacteria						
ASV_797	Bacteria						
ASV_798	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_799	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_800	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
ASV_801	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_802	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_803	Bacteria	Acidobacteria					
ASV_804	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Methyloligella	Methyloligella_solikamskensis
ASV_805	Bacteria						
ASV_806	Bacteria						
ASV_807	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_808	Bacteria	Proteobacteria	Deltaproteobacteria				
ASV_809	Bacteria	Firmicutes					
ASV_810	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Daeguia	Daeguia_caeni
ASV_811	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Rubellimicrobium_roseum
ASV_812	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae		
ASV_813	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_hominis
ASV_814	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria_atlantica
ASV_815	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_816	Bacteria	Acidobacteria	Acidobacteria_Gp10	Gp10			
ASV_817	Bacteria	Proteobacteria					
ASV_818	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_820	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae		
ASV_819	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	Thioprofundum_lithotrophicum
ASV_821	Bacteria	Bacteroidetes	Cytophagia	Cytophagales			
ASV_824	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fabibacter	
ASV_822	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_823	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_825	Bacteria	Acidobacteria	Acidobacteria_Gp10				
ASV_826	Bacteria						
ASV_827	Bacteria	Acidobacteria	Acidobacteria_Gp9	Gp9			
ASV_828	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales			
ASV_830	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_829	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	Thioprofundum_hispidum
ASV_831	Bacteria						
ASV_832	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae		
ASV_833	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae		
ASV_834	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_835	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
ASV_836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_837	Bacteria	Proteobacteria					
ASV_838	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_840	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_839	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_842	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_841	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_843	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Aminobacter	Aminobacter_aganoensis
ASV_844	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	
ASV_845	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_cecorum
ASV_846	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Aeromicrobium_halocynthiae
ASV_847	Bacteria						
ASV_848	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
ASV_849	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Pseudidiomarina_homiensis
ASV_850	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales			
ASV_851	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_853	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
ASV_852	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_854	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_855	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
ASV_856	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		
ASV_857	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_859	Bacteria	Actinobacteria	Actinobacteria				
ASV_858	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_860	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	
ASV_861	Bacteria	Acidobacteria	Acidobacteria_Gp9	Gp9			
ASV_862	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	Methylotenera_versatilis
ASV_863	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae		
ASV_865	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
ASV_864	Bacteria						
ASV_867	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_866	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_868	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae		
ASV_869	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_870	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
ASV_871	Bacteria	Firmicutes					
ASV_872	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_873	Bacteria						
ASV_874	Bacteria						
ASV_875	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_876	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis		
ASV_877	Bacteria	Acidobacteria					
ASV_878	Bacteria	Proteobacteria					
ASV_879	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_880	Bacteria	Proteobacteria					
ASV_881	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_883	Bacteria						
ASV_882	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
ASV_884	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
ASV_885	Bacteria						
ASV_886	Bacteria						
ASV_887	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_888	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_891	Bacteria	Acidobacteria	Acidobacteria_Gp21	Gp21			
ASV_889	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_890	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium_pityocampae
ASV_892	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia_piezophila
ASV_894	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Rubrivirga	Rubrivirga_marina
ASV_893	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_895	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae		
ASV_896	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	Parvularcula_bermudensis
ASV_897	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_898	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales			
ASV_899	Bacteria						
ASV_900	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
ASV_901	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae		
ASV_903	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
ASV_904	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_905	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_906	Bacteria	Proteobacteria	Deltaproteobacteria				
ASV_907	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_908	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	
ASV_909	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
ASV_911	Bacteria						
ASV_910	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_913	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_912	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
ASV_915	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_914	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	Parvularcula_bermudensis
ASV_917	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_916	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
ASV_918	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_919	Archaea	Thaumarchaeota					
ASV_920	Bacteria	Acidobacteria	Acidobacteria_Gp9				
ASV_921	Bacteria	Acidobacteria	Acidobacteria_Gp21				
ASV_923	Bacteria	Acidobacteria	Acidobacteria_Gp16				
ASV_922	Bacteria						
ASV_924	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_925	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_927	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_926	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
ASV_929	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_930	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
ASV_931	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_928	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_932	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_935	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
ASV_933	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_934	Bacteria						
ASV_938	Bacteria	Proteobacteria					
ASV_936	Bacteria	Firmicutes					
ASV_937	Bacteria	Proteobacteria					
ASV_939	Bacteria						
ASV_940	Bacteria						
ASV_941	Bacteria	Acidobacteria	Acidobacteria_Gp21				
ASV_942	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_943	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	Thioprofundum_hispidum
ASV_945	Archaea	Pacearchaeota					
ASV_944	Bacteria	Proteobacteria	Deltaproteobacteria				
ASV_946	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
ASV_947	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pelagibius	Pelagibius_litoralis
ASV_948	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_949	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	Brachybacterium_muris
ASV_950	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	Chelatococcus_caeni
ASV_951	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
ASV_953	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
ASV_952	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus	Tepidiphilus_succinatimandens
ASV_954	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
ASV_955	Archaea	Pacearchaeota	Pacearchaeota_Incertae_Sedis_AR13				
ASV_957	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_III	Thermoanaerobacterium	Thermoanaerobacterium_thermosulfurigenes
ASV_956	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_siamensis
ASV_959	Bacteria						
ASV_958	Bacteria	Acidobacteria	Acidobacteria_Gp6	Gp6			
ASV_961	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_960	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae		
ASV_963	Bacteria	Acidobacteria	Acidobacteria_Gp4				
ASV_962	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	Thioprofundum_hispidum
ASV_965	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_964	Bacteria	Proteobacteria					
ASV_966	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
ASV_967	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_969	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
ASV_968	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_970	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
ASV_971	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
ASV_974	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
ASV_972	Bacteria	Proteobacteria					
ASV_973	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_975	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_976	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_978	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
ASV_977	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
ASV_979	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_980	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
ASV_981	Bacteria						
ASV_982	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	
ASV_983	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_984	Bacteria	Proteobacteria					
ASV_985	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_986	Bacteria	Proteobacteria					
ASV_987	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	Thioprofundum_hispidum
ASV_988	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
ASV_989	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae		
ASV_990	Bacteria	Proteobacteria					
ASV_992	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_991	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_993	Bacteria						
ASV_994	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	
ASV_995	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
ASV_996	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_997	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
ASV_998	Bacteria	Proteobacteria	Alphaproteobacteria				
ASV_999	Bacteria						
ASV_1000	Archaea	Pacearchaeota					
ASV_1003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
ASV_1002	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_1004	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_thermophilum
ASV_1001	Bacteria	Firmicutes					
ASV_1005	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Solimonas	Solimonas_aquatica
ASV_1006	Bacteria	Proteobacteria	Gammaproteobacteria				
ASV_1007	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
ASV_1008	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis			
ASV_1010	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
ASV_1009	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	
ASV_1011	Bacteria	Proteobacteria					
ASV_1012	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
ASV_1013	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ferrimicrobium	Ferrimicrobium_acidiphilum
ASV_1014	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	Parvularcula_bermudensis
ASV_1015	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis			
ASV_1016	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Rubrivirga	Rubrivirga_marina
ASV_1017	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula_lusitana
ASV_1018	Bacteria						
ASV_1020	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		
